payment_id,loan_id,payment_date,due_amount,payment_amount,days_overdue,payment_status
966966,713394,2023-03-24,13139.87,13344.83,0,On Time
966967,713394,2022-01-04,11207.95,10353.88,0,On Time
966968,713394,2023-12-13,17867.64,19100.75,0,On Time
966969,713394,2023-04-09,14931.37,13766.33,0,On Time
966970,713394,2022-11-09,12701.08,11543.53,0,On Time
966971,713395,2021-10-26,35061.29,30903.85,0,On Time
966972,713395,2021-04-14,22771.32,21184.39,0,On Time
966973,713395,2021-06-29,14628.47,14662.03,0,On Time
966974,713395,2022-08-14,23308.64,25177.14,0,On Time
966975,713395,2021-04-12,52987.93,53774.37,0,On Time
966976,713396,2028-12-04,17543.3,15690.19,0,On Time
966977,713396,2028-02-03,15405.05,15305.01,0,On Time
966978,713396,2026-12-29,9385.88,8440.37,0,On Time
966979,713396,2027-11-18,32454.89,34121.67,0,On Time
966980,713396,2028-09-07,19619.14,21914.9,0,On Time
966981,713397,2024-11-15,13815.75,14390.06,0,On Time
966982,713397,2025-08-13,14352.48,13907.7,0,On Time
966983,713397,2025-09-23,12914.97,11286.11,25,Late
966984,713397,2024-07-13,55753.24,58802.26,0,On Time
966985,713397,2025-08-03,41737.72,42338.9,0,On Time
966986,713398,2026-11-05,29422.56,27746.99,0,On Time
966987,713398,2027-03-11,20803.06,17824.58,0,On Time
966988,713398,2026-09-04,26173.87,26215.84,0,On Time
966989,713398,2026-07-28,13239.76,12276.61,0,On Time
966990,713398,2025-12-31,21144.7,18387.74,0,On Time
966991,713399,2021-03-27,14800.42,16167.8,0,On Time
966992,713399,2021-05-06,15564.01,17599.46,0,On Time
966993,713399,2023-02-13,31502.78,35007.92,0,On Time
966994,713399,2020-12-25,17344.35,18972.69,0,On Time
966995,713399,2023-03-10,22102.49,21757.94,61,Severely Late
966996,713400,2026-08-01,18930.27,17675.3,0,On Time
966997,713400,2027-05-10,15528.48,17277.99,0,On Time
966998,713400,2027-05-21,12662.83,11302.63,0,On Time
966999,713400,2025-06-06,21717.94,20433.36,0,On Time
967000,713400,2025-08-24,28073.51,31333.22,0,On Time
967001,713401,2023-05-06,14584.12,12721.55,20,Late
967002,713401,2023-09-04,12615.56,10877.83,0,On Time
967003,713401,2023-04-29,23396.26,20084.57,0,On Time
967004,713401,2022-10-13,8927.7,9193.45,29,Late
967005,713401,2024-09-18,20773.33,21660.9,10,Late
967006,713402,2022-06-15,44706.21,38358.51,0,On Time
967007,713402,2022-12-06,6661.0,5883.45,0,On Time
967008,713402,2023-05-23,11147.23,11838.37,0,On Time
967009,713402,2021-08-09,17045.93,19382.94,0,On Time
967010,713402,2023-09-13,24180.7,25403.45,0,On Time
967011,713403,2025-08-05,22905.21,25053.33,0,On Time
967012,713403,2024-10-27,12044.13,10706.91,0,On Time
967013,713403,2026-03-25,26745.91,29344.17,0,On Time
967014,713403,2026-03-04,12113.02,12687.17,0,On Time
967015,713403,2026-02-15,18316.39,16548.28,18,Late
967016,713404,2022-01-10,14631.28,12448.22,0,On Time
967017,713404,2023-01-07,15667.57,14146.68,23,Late
967018,713404,2023-03-12,23195.95,25414.17,29,Late
967019,713404,2021-06-17,13787.19,13810.73,0,On Time
967020,713404,2023-04-22,24886.95,21684.96,0,On Time
967021,713405,2024-07-13,22406.75,24943.28,0,On Time
967022,713405,2025-01-03,18273.02,19624.38,0,On Time
967023,713405,2024-06-01,13180.18,13428.06,0,On Time
967024,713405,2023-02-17,29218.52,33122.15,2,Late
967025,713405,2024-01-08,24385.7,27491.9,0,On Time
967026,713406,2027-02-23,25994.31,28951.18,0,On Time
967027,713406,2027-06-04,8983.97,7755.5,0,On Time
967028,713406,2026-07-29,23856.78,24037.06,0,On Time
967029,713406,2027-07-09,37153.3,35771.3,0,On Time
967030,713406,2025-12-12,19602.99,20340.99,0,On Time
967031,713407,2023-04-27,41659.48,41715.49,0,On Time
967032,713407,2022-11-22,12958.58,14482.21,0,On Time
967033,713407,2023-02-17,12437.9,11864.0,0,On Time
967034,713407,2023-09-25,15216.25,7097.96,162,Severely Late
967035,713407,2022-04-19,13754.21,13462.77,0,On Time
967036,713408,2026-05-22,17327.64,18518.56,0,On Time
967037,713408,2027-08-09,14016.1,14198.63,0,On Time
967038,713408,2027-12-08,40137.4,39990.02,0,On Time
967039,713408,2027-03-01,15096.8,14940.42,0,On Time
967040,713408,2028-03-10,12750.81,13184.58,0,On Time
967041,713409,2027-04-29,16956.04,16643.78,0,On Time
967042,713409,2026-04-23,8469.59,9172.26,0,On Time
967043,713409,2027-05-22,12338.43,13490.1,0,On Time
967044,713409,2028-04-13,12233.46,3772.74,161,Severely Late
967045,713409,2028-02-22,31412.33,31249.3,0,On Time
967046,713410,2028-09-18,15638.2,14814.58,0,On Time
967047,713410,2028-09-29,26412.51,28421.71,0,On Time
967048,713410,2026-12-05,20352.65,21599.32,0,On Time
967049,713410,2028-10-24,28110.97,27979.6,45,Severely Late
967050,713410,2028-02-02,11893.94,10687.65,0,On Time
967051,713411,2026-12-26,26849.64,24455.81,0,On Time
967052,713411,2026-01-01,25405.94,28303.35,0,On Time
967053,713411,2027-04-13,22157.71,24197.78,0,On Time
967054,713411,2026-10-13,25638.64,23522.89,0,On Time
967055,713411,2027-02-18,22184.21,19702.39,0,On Time
967056,713412,2020-10-06,29301.13,33016.38,0,On Time
967057,713412,2020-08-18,19906.51,20336.95,0,On Time
967058,713412,2022-06-13,43235.34,43259.88,0,On Time
967059,713412,2022-02-11,19612.21,16812.12,0,On Time
967060,713412,2021-10-24,17030.51,18629.85,0,On Time
967061,713413,2026-10-23,19365.97,17043.67,0,On Time
967062,713413,2026-11-19,45144.35,41400.9,1,Late
967063,713413,2028-01-31,25937.37,27329.23,0,On Time
967064,713413,2027-01-10,8549.1,8444.12,0,On Time
967065,713413,2027-06-29,18762.83,16259.09,0,On Time
967066,713414,2025-04-04,14170.49,14346.55,0,On Time
967067,713414,2023-12-23,26725.85,30715.16,0,On Time
967068,713414,2024-10-09,16578.6,18621.91,0,On Time
967069,713414,2023-04-24,21004.62,22470.22,8,Late
967070,713414,2023-10-10,23473.95,25339.03,0,On Time
967071,713415,2022-12-14,25214.18,28795.94,0,On Time
967072,713415,2021-12-01,26043.5,23729.93,0,On Time
967073,713415,2022-08-02,18611.32,17571.2,0,On Time
967074,713415,2022-05-28,22909.61,22202.74,0,On Time
967075,713415,2022-02-11,15544.82,14956.2,0,On Time
967076,713416,2024-10-20,14785.38,12675.6,0,On Time
967077,713416,2025-10-25,12215.23,9823.22,118,Severely Late
967078,713416,2025-11-07,17990.91,16923.93,0,On Time
967079,713416,2027-02-06,19814.58,21858.46,0,On Time
967080,713416,2025-07-12,25312.94,22810.64,0,On Time
967081,713417,2023-10-28,31624.35,32404.38,0,On Time
967082,713417,2023-09-27,18784.3,19062.79,0,On Time
967083,713417,2023-08-25,14667.48,16286.31,0,On Time
967084,713417,2022-11-25,19680.29,22240.55,0,On Time
967085,713417,2024-05-01,22536.05,24449.31,0,On Time
967086,713418,2026-09-19,14612.03,13174.52,3,Late
967087,713418,2026-10-09,14146.57,15687.19,0,On Time
967088,713418,2027-03-21,5324.54,5833.99,13,Late
967089,713418,2026-11-23,24150.43,23223.43,0,On Time
967090,713418,2027-02-04,13173.36,11231.21,0,On Time
967091,713419,2023-03-06,8439.63,8745.3,0,On Time
967092,713419,2024-01-21,19033.47,21080.6,0,On Time
967093,713419,2022-11-23,4254.56,3885.75,0,On Time
967094,713419,2024-03-28,8938.76,9388.71,14,Late
967095,713419,2022-05-07,13410.87,13653.83,0,On Time
967096,713420,2024-07-28,10374.69,9439.91,0,On Time
967097,713420,2024-12-05,29327.16,32529.12,0,On Time
967098,713420,2023-06-17,17547.95,18045.66,0,On Time
967099,713420,2025-07-30,22927.74,26060.7,0,On Time
967100,713420,2024-01-18,29109.64,27146.79,0,On Time
967101,713421,2023-01-30,15293.12,16345.81,0,On Time
967102,713421,2022-01-18,6276.85,5346.7,0,On Time
967103,713421,2022-03-27,58980.75,60885.38,0,On Time
967104,713421,2022-07-05,19753.65,18479.86,0,On Time
967105,713421,2022-05-24,20638.82,18675.02,0,On Time
967106,713422,2025-10-02,10866.29,10754.82,0,On Time
967107,713422,2025-06-21,13630.38,13288.99,0,On Time
967108,713422,2024-07-12,29813.32,27484.49,9,Late
967109,713422,2025-05-23,24519.46,24018.44,7,Late
967110,713422,2024-09-27,14497.9,14915.14,0,On Time
967111,713423,2025-03-12,37400.62,32247.41,0,On Time
967112,713423,2025-03-23,15527.14,16137.02,7,Late
967113,713423,2025-01-18,35848.07,35526.7,0,On Time
967114,713423,2025-09-04,21372.35,18612.33,0,On Time
967115,713423,2025-07-23,36000.57,33815.33,0,On Time
967116,713424,2024-09-22,26354.23,27976.66,0,On Time
967117,713424,2025-11-12,27362.39,29874.18,0,On Time
967118,713424,2024-10-10,13980.74,14158.9,0,On Time
967119,713424,2024-06-08,28187.46,29597.65,0,On Time
967120,713424,2023-10-23,16205.41,18389.97,0,On Time
967121,713425,2027-01-28,9031.09,9038.77,0,On Time
967122,713425,2025-12-23,8966.08,8010.61,0,On Time
967123,713425,2027-05-06,26715.47,26560.36,0,On Time
967124,713425,2026-03-24,11247.49,12143.71,0,On Time
967125,713425,2026-09-26,17773.53,19947.86,0,On Time
967126,713426,2024-04-17,32239.1,28672.23,0,On Time
967127,713426,2024-04-08,37093.26,33534.18,0,On Time
967128,713426,2023-12-30,7376.65,7113.45,0,On Time
967129,713426,2024-07-16,11446.37,12047.98,0,On Time
967130,713426,2024-11-10,32914.99,29318.01,0,On Time
967131,713427,2024-02-14,8663.88,7721.93,0,On Time
967132,713427,2022-12-21,20922.42,18555.63,5,Late
967133,713427,2022-11-07,17521.69,14948.79,0,On Time
967134,713427,2023-01-09,20034.53,20522.35,0,On Time
967135,713427,2022-02-12,13364.37,14052.64,0,On Time
967136,713428,2021-10-08,26133.9,28677.83,0,On Time
967137,713428,2022-05-13,26498.32,30108.67,0,On Time
967138,713428,2022-07-19,15298.97,15922.42,0,On Time
967139,713428,2020-11-23,14614.93,12650.47,0,On Time
967140,713428,2020-09-21,20849.56,20386.24,0,On Time
967141,713429,2027-02-17,20637.12,21074.19,0,On Time
967142,713429,2026-11-12,21798.03,22361.75,0,On Time
967143,713429,2026-05-22,13157.7,14717.11,25,Late
967144,713429,2026-06-21,31417.57,31751.35,0,On Time
967145,713429,2026-10-02,20668.97,19222.52,0,On Time
967146,713430,2025-04-21,26599.7,23828.96,18,Late
967147,713430,2024-12-25,9099.73,9842.65,19,Late
967148,713430,2025-03-03,13677.51,12030.44,10,Late
967149,713430,2026-05-10,10905.61,10888.28,0,On Time
967150,713430,2025-03-03,18348.71,15877.23,30,Late
967151,713431,2027-04-02,14724.8,15806.13,0,On Time
967152,713431,2027-06-05,16268.49,13833.23,0,On Time
967153,713431,2026-04-07,7492.68,7643.73,0,On Time
967154,713431,2027-09-09,19980.77,18338.49,0,On Time
967155,713431,2027-03-30,12773.71,11686.27,7,Late
967156,713432,2024-06-21,19366.18,19513.75,0,On Time
967157,713432,2025-04-22,8687.89,8810.55,75,Severely Late
967158,713432,2026-06-18,12284.86,11566.74,0,On Time
967159,713432,2026-01-24,17645.25,18565.69,0,On Time
967160,713432,2024-08-07,15210.32,16242.3,0,On Time
967161,713433,2021-09-01,30668.17,28964.82,0,On Time
967162,713433,2022-07-05,28996.52,26774.98,26,Late
967163,713433,2020-06-03,21911.12,24299.73,0,On Time
967164,713433,2021-07-02,24203.26,21922.51,0,On Time
967165,713433,2020-10-04,25362.53,22345.22,0,On Time
967166,713434,2022-09-23,14813.73,16782.94,0,On Time
967167,713434,2021-08-08,42095.59,41068.35,0,On Time
967168,713434,2021-04-18,13940.91,14429.62,3,Late
967169,713434,2023-03-26,17029.76,18540.63,0,On Time
967170,713434,2022-06-09,21321.57,23586.4,0,On Time
967171,713435,2027-08-13,26094.05,26536.26,0,On Time
967172,713435,2025-10-29,16193.57,14251.31,0,On Time
967173,713435,2026-03-25,20060.15,17755.18,0,On Time
967174,713435,2027-05-09,24505.34,24377.75,10,Late
967175,713435,2027-06-16,23364.72,22851.34,0,On Time
967176,713436,2023-10-23,27326.49,23755.19,0,On Time
967177,713436,2025-09-12,9918.18,10232.68,0,On Time
967178,713436,2024-09-16,35157.16,34240.14,0,On Time
967179,713436,2024-06-21,40378.78,41688.27,0,On Time
967180,713436,2024-11-22,27873.19,24940.92,0,On Time
967181,713437,2025-12-26,23559.25,26746.97,29,Late
967182,713437,2026-05-14,10063.42,9727.61,0,On Time
967183,713437,2026-03-23,13753.24,14998.48,0,On Time
967184,713437,2027-02-28,12426.76,12897.27,0,On Time
967185,713437,2026-06-17,11604.3,11041.54,0,On Time
967186,713438,2026-04-14,10282.11,10890.6,0,On Time
967187,713438,2025-09-26,11812.92,10516.03,0,On Time
967188,713438,2025-09-13,16777.11,15454.81,0,On Time
967189,713438,2024-08-03,26098.86,22510.84,0,On Time
967190,713438,2026-05-07,7063.34,7775.93,0,On Time
967191,713439,2024-04-30,14762.73,15928.81,0,On Time
967192,713439,2023-04-21,12213.17,10861.86,59,Severely Late
967193,713439,2023-02-27,25861.64,27972.62,0,On Time
967194,713439,2023-04-15,24986.78,28416.67,0,On Time
967195,713439,2022-12-30,12899.35,14360.37,0,On Time
967196,713440,2025-05-30,6657.19,5664.84,10,Late
967197,713440,2025-06-25,20103.34,22379.21,25,Late
967198,713440,2024-06-21,17012.77,17146.97,30,Late
967199,713440,2025-01-01,36950.69,41993.41,16,Late
967200,713440,2025-06-14,19843.35,18367.43,0,On Time
967201,713441,2022-05-24,36744.88,39096.0,0,On Time
967202,713441,2023-04-06,15805.62,15896.51,0,On Time
967203,713441,2023-06-12,12294.73,11774.73,0,On Time
967204,713441,2023-04-01,27997.64,24793.92,0,On Time
967205,713441,2024-03-09,11158.26,9685.78,0,On Time
967206,713442,2026-06-15,21368.7,22880.05,0,On Time
967207,713442,2026-11-06,14892.2,14026.82,0,On Time
967208,713442,2024-11-14,24097.78,27709.97,0,On Time
967209,713442,2027-02-20,19052.48,19044.27,0,On Time
967210,713442,2026-01-24,21747.28,20767.1,0,On Time
967211,713443,2022-04-18,18063.23,16740.52,0,On Time
967212,713443,2021-12-31,22351.88,19998.39,0,On Time
967213,713443,2022-02-16,14329.4,13706.32,0,On Time
967214,713443,2021-11-23,41707.78,47940.92,0,On Time
967215,713443,2022-06-18,22442.38,22678.46,8,Late
967216,713444,2021-02-28,11127.48,11080.27,0,On Time
967217,713444,2020-08-24,16332.3,14842.2,0,On Time
967218,713444,2020-12-01,10910.03,10042.05,0,On Time
967219,713444,2021-03-27,14150.16,16032.12,0,On Time
967220,713444,2021-09-24,27497.36,28759.66,0,On Time
967221,713445,2022-03-29,14598.64,12630.67,0,On Time
967222,713445,2022-08-25,15453.49,15058.69,0,On Time
967223,713445,2022-10-28,18625.52,21309.87,0,On Time
967224,713445,2022-02-23,21564.15,19973.48,0,On Time
967225,713445,2021-03-05,17236.34,16732.99,0,On Time
967226,713446,2024-11-06,14810.21,16743.79,0,On Time
967227,713446,2024-09-16,56090.19,48989.02,0,On Time
967228,713446,2026-09-19,24131.07,24181.54,0,On Time
967229,713446,2024-11-28,38390.61,37281.93,0,On Time
967230,713446,2024-11-02,14590.31,13789.14,0,On Time
967231,713447,2026-08-08,12810.19,11989.05,0,On Time
967232,713447,2026-02-04,21492.37,22362.79,0,On Time
967233,713447,2027-06-21,13526.52,13759.56,0,On Time
967234,713447,2025-06-15,31397.27,32042.79,0,On Time
967235,713447,2027-04-24,8300.69,5767.4,175,Severely Late
967236,713448,2026-12-20,11243.16,12333.42,0,On Time
967237,713448,2026-05-21,6043.02,5433.8,0,On Time
967238,713448,2027-01-25,22547.25,20622.17,0,On Time
967239,713448,2027-06-15,29443.0,31190.92,0,On Time
967240,713448,2027-02-21,18235.96,4261.01,167,Severely Late
967241,713449,2023-01-21,22375.35,25548.65,0,On Time
967242,713449,2021-06-30,43957.66,42538.66,0,On Time
967243,713449,2021-11-19,31788.4,30545.92,13,Late
967244,713449,2021-09-10,20837.87,23601.23,0,On Time
967245,713449,2022-11-04,18252.95,19726.22,3,Late
967246,713450,2026-06-19,7889.23,8854.24,0,On Time
967247,713450,2025-08-06,9679.22,8529.23,0,On Time
967248,713450,2024-05-29,17340.85,16578.62,0,On Time
967249,713450,2025-05-30,16744.26,14333.18,0,On Time
967250,713450,2026-02-27,16550.85,14930.41,24,Late
967251,713451,2024-08-29,25847.8,22188.09,0,On Time
967252,713451,2024-05-05,14062.43,13003.05,0,On Time
967253,713451,2025-06-24,19351.09,20185.25,10,Late
967254,713451,2024-01-17,16694.98,18530.29,0,On Time
967255,713451,2026-02-16,10667.03,11106.36,0,On Time
967256,713452,2024-03-18,15675.0,15306.54,0,On Time
967257,713452,2023-12-06,18047.17,17471.32,0,On Time
967258,713452,2024-09-12,13961.19,16044.35,0,On Time
967259,713452,2023-11-25,6543.96,6535.01,12,Late
967260,713452,2024-01-31,20027.09,22365.67,0,On Time
967261,713453,2024-11-20,26629.72,23412.16,16,Late
967262,713453,2022-12-04,22027.94,24873.88,28,Late
967263,713453,2025-01-30,29358.26,25565.79,0,On Time
967264,713453,2023-11-23,14071.09,13052.19,0,On Time
967265,713453,2023-12-02,13543.58,13863.37,0,On Time
967266,713454,2021-06-01,12630.95,13655.56,0,On Time
967267,713454,2021-06-24,12801.9,12156.76,30,Late
967268,713454,2021-03-17,24146.19,25342.29,0,On Time
967269,713454,2022-06-10,8111.03,1862.58,162,Severely Late
967270,713454,2022-03-18,49607.32,45516.01,0,On Time
967271,713455,2025-06-30,13855.03,13260.9,0,On Time
967272,713455,2025-10-16,23160.13,25071.46,89,Severely Late
967273,713455,2026-03-25,15950.69,13929.25,0,On Time
967274,713455,2026-03-28,6575.89,6545.29,0,On Time
967275,713455,2025-04-15,20078.42,21333.49,0,On Time
967276,713456,2026-10-18,21745.7,23292.55,0,On Time
967277,713456,2028-02-21,34327.05,37677.56,0,On Time
967278,713456,2027-02-18,48637.86,41621.56,77,Severely Late
967279,713456,2026-06-13,11887.82,10938.39,0,On Time
967280,713456,2026-07-31,26417.47,23129.3,0,On Time
967281,713457,2028-03-05,25088.45,22486.25,0,On Time
967282,713457,2027-07-16,14045.04,14220.67,0,On Time
967283,713457,2026-12-07,12540.82,12643.44,0,On Time
967284,713457,2027-08-31,44944.82,49424.81,49,Severely Late
967285,713457,2028-05-08,18047.99,18398.16,0,On Time
967286,713458,2024-05-27,6976.52,7414.44,0,On Time
967287,713458,2024-11-03,15632.86,15584.02,0,On Time
967288,713458,2024-10-20,39498.81,34418.68,0,On Time
967289,713458,2026-04-12,21316.37,23276.94,0,On Time
967290,713458,2024-07-22,17276.83,19193.05,0,On Time
967291,713459,2024-01-07,17094.73,15753.34,0,On Time
967292,713459,2025-08-02,25295.27,25158.17,0,On Time
967293,713459,2023-05-04,25421.8,21965.2,0,On Time
967294,713459,2024-05-12,17715.46,15923.5,0,On Time
967295,713459,2025-06-18,11324.89,10597.99,0,On Time
967296,713460,2024-09-24,30711.02,28743.41,0,On Time
967297,713460,2025-05-01,10446.57,7359.63,157,Severely Late
967298,713460,2024-05-17,12060.94,12203.69,0,On Time
967299,713460,2025-01-21,14922.54,16828.78,0,On Time
967300,713460,2023-10-27,19333.39,18602.93,0,On Time
967301,713461,2026-12-25,12227.84,10688.35,0,On Time
967302,713461,2028-08-26,9138.87,8406.59,0,On Time
967303,713461,2027-12-25,11359.84,11660.83,0,On Time
967304,713461,2027-11-26,25362.54,27444.65,7,Late
967305,713461,2026-10-21,21394.16,22876.7,0,On Time
967306,713462,2023-11-17,29655.12,32259.36,27,Late
967307,713462,2023-07-19,18328.02,17208.41,0,On Time
967308,713462,2022-04-02,7687.01,8521.87,0,On Time
967309,713462,2024-03-05,16206.24,17951.43,22,Late
967310,713462,2023-05-31,14696.06,14900.87,0,On Time
967311,713463,2027-12-16,27203.06,29973.09,26,Late
967312,713463,2027-04-25,23516.54,23864.38,0,On Time
967313,713463,2026-11-04,29963.96,28910.35,0,On Time
967314,713463,2027-03-30,16472.16,17417.65,0,On Time
967315,713463,2028-03-21,10043.91,8950.9,0,On Time
967316,713464,2025-09-08,20800.33,23818.44,0,On Time
967317,713464,2025-07-11,14464.96,16315.83,6,Late
967318,713464,2025-07-27,25654.89,27156.59,0,On Time
967319,713464,2025-06-10,20318.58,17453.25,0,On Time
967320,713464,2024-10-29,15861.12,16566.66,5,Late
967321,713465,2024-08-17,24112.5,21323.94,3,Late
967322,713465,2024-08-18,21304.41,23851.09,0,On Time
967323,713465,2024-05-05,15863.22,14218.97,23,Late
967324,713465,2023-04-21,27254.72,30872.51,0,On Time
967325,713465,2023-04-22,11348.03,9686.2,0,On Time
967326,713466,2023-10-27,26877.94,24641.77,0,On Time
967327,713466,2023-07-10,42532.25,47053.67,0,On Time
967328,713466,2023-12-30,11154.63,11311.3,1,Late
967329,713466,2024-01-08,16289.04,17467.72,0,On Time
967330,713466,2023-09-28,17863.03,18554.09,0,On Time
967331,713467,2021-03-30,32826.71,28825.75,0,On Time
967332,713467,2021-04-15,26235.89,27069.59,0,On Time
967333,713467,2021-07-21,25956.73,23278.43,0,On Time
967334,713467,2021-07-03,21278.18,22513.85,0,On Time
967335,713467,2022-06-10,40117.03,37635.5,0,On Time
967336,713468,2026-12-29,14256.5,14879.12,0,On Time
967337,713468,2028-02-11,15820.3,18004.84,0,On Time
967338,713468,2027-11-19,19544.24,11797.75,141,Severely Late
967339,713468,2028-09-12,11653.18,10244.46,0,On Time
967340,713468,2028-04-11,22722.13,22660.37,0,On Time
967341,713469,2024-07-11,19559.45,18544.37,0,On Time
967342,713469,2024-07-19,39353.61,14781.81,166,Severely Late
967343,713469,2023-05-27,21923.17,21687.81,18,Late
967344,713469,2023-11-23,27220.15,26582.7,4,Late
967345,713469,2024-06-06,12002.57,13744.09,4,Late
967346,713470,2021-12-01,13312.96,12086.81,0,On Time
967347,713470,2021-07-09,18669.75,17804.06,0,On Time
967348,713470,2023-03-17,14289.43,12632.53,0,On Time
967349,713470,2021-06-26,17046.75,18832.76,0,On Time
967350,713470,2022-12-19,6832.61,7637.5,0,On Time
967351,713471,2023-09-25,19381.65,18658.96,0,On Time
967352,713471,2022-07-12,33238.1,29798.27,0,On Time
967353,713471,2024-01-03,24779.43,23282.21,0,On Time
967354,713471,2023-09-23,23333.09,20391.4,0,On Time
967355,713471,2023-05-16,23636.74,24025.72,0,On Time
967356,713472,2022-07-30,11644.27,10957.87,0,On Time
967357,713472,2021-04-20,12750.64,14557.21,0,On Time
967358,713472,2022-06-11,10787.7,9577.71,0,On Time
967359,713472,2021-06-16,19506.41,20889.57,5,Late
967360,713472,2021-06-27,35443.51,39446.46,0,On Time
967361,713473,2021-01-27,15752.85,13531.92,0,On Time
967362,713473,2023-01-19,17461.85,16225.17,0,On Time
967363,713473,2022-01-18,14056.2,14986.19,0,On Time
967364,713473,2021-12-07,26750.07,28191.03,0,On Time
967365,713473,2020-12-10,8973.58,10218.86,0,On Time
967366,713474,2027-12-13,16616.35,18028.92,0,On Time
967367,713474,2028-05-20,26326.14,23225.01,0,On Time
967368,713474,2027-12-26,10363.34,11494.13,0,On Time
967369,713474,2027-10-26,12231.48,13960.49,0,On Time
967370,713474,2027-02-07,16584.78,16984.76,0,On Time
967371,713475,2024-02-02,10198.4,9915.76,0,On Time
967372,713475,2022-10-01,21924.88,20262.08,0,On Time
967373,713475,2024-04-19,10667.02,11068.9,0,On Time
967374,713475,2024-10-07,15097.16,16623.53,5,Late
967375,713475,2024-12-03,11027.6,10607.28,0,On Time
967376,713476,2027-04-09,16525.89,14387.49,0,On Time
967377,713476,2027-08-15,22430.87,19422.24,0,On Time
967378,713476,2027-07-17,21406.79,18804.7,0,On Time
967379,713476,2027-10-22,11085.37,12084.78,0,On Time
967380,713476,2027-01-03,13136.49,12643.63,0,On Time
967381,713477,2025-09-30,12018.21,12995.96,0,On Time
967382,713477,2025-05-23,16035.93,14656.36,0,On Time
967383,713477,2025-12-30,24837.53,24534.4,0,On Time
967384,713477,2024-09-22,20593.12,19621.4,0,On Time
967385,713477,2025-11-21,25854.85,16977.72,97,Severely Late
967386,713478,2027-05-03,12244.48,12036.19,0,On Time
967387,713478,2025-06-30,15763.88,17382.53,0,On Time
967388,713478,2027-01-03,48439.33,44743.02,0,On Time
967389,713478,2025-09-19,31774.42,34083.65,0,On Time
967390,713478,2027-09-09,15672.66,9982.97,135,Severely Late
967391,713479,2025-06-24,11504.19,10357.48,29,Late
967392,713479,2024-07-29,14289.76,15077.78,29,Late
967393,713479,2025-02-18,20760.8,22587.12,0,On Time
967394,713479,2025-08-14,16277.25,17047.47,0,On Time
967395,713479,2025-08-26,11365.59,11847.84,0,On Time
967396,713480,2023-05-23,15278.15,15778.81,0,On Time
967397,713480,2022-10-07,22244.45,19177.6,0,On Time
967398,713480,2022-11-27,15098.05,16086.23,0,On Time
967399,713480,2022-05-03,9868.98,9615.02,0,On Time
967400,713480,2023-07-12,13306.29,14624.77,0,On Time
967401,713481,2021-10-14,15503.31,17390.15,0,On Time
967402,713481,2021-07-15,22220.09,20431.56,0,On Time
967403,713481,2023-03-23,35895.65,32974.13,0,On Time
967404,713481,2021-12-02,21687.24,22267.5,0,On Time
967405,713481,2023-03-09,23236.91,22511.02,0,On Time
967406,713482,2024-06-06,35945.19,37186.46,0,On Time
967407,713482,2022-11-14,45195.68,40206.55,0,On Time
967408,713482,2023-08-03,11143.95,10737.75,16,Late
967409,713482,2024-01-16,23177.1,24436.86,21,Late
967410,713482,2023-10-20,18247.41,18047.65,0,On Time
967411,713483,2026-03-28,23976.13,26275.02,9,Late
967412,713483,2025-10-24,48639.31,41471.28,0,On Time
967413,713483,2024-11-09,15841.75,17079.2,0,On Time
967414,713483,2024-07-18,15566.16,16652.81,0,On Time
967415,713483,2024-10-31,13240.64,13813.87,12,Late
967416,713484,2025-10-14,15525.15,14245.36,0,On Time
967417,713484,2026-01-11,6401.31,6035.23,47,Severely Late
967418,713484,2024-07-02,17316.13,17027.6,0,On Time
967419,713484,2026-01-15,15541.81,13664.01,0,On Time
967420,713484,2024-09-14,21299.38,20793.63,0,On Time
967421,713485,2025-10-26,16808.21,18905.56,0,On Time
967422,713485,2024-12-26,12321.76,11213.18,0,On Time
967423,713485,2025-08-22,14239.18,13361.1,0,On Time
967424,713485,2024-04-10,25999.43,25892.96,0,On Time
967425,713485,2023-10-16,56619.14,49972.91,24,Late
967426,713486,2026-01-03,16582.85,17342.35,0,On Time
967427,713486,2025-10-31,20315.43,21561.38,0,On Time
967428,713486,2027-03-28,9410.36,9290.67,0,On Time
967429,713486,2026-05-03,11409.61,12380.34,0,On Time
967430,713486,2026-12-18,22438.38,22765.31,17,Late
967431,713487,2022-04-15,19647.62,16848.17,0,On Time
967432,713487,2021-07-25,9492.48,8469.92,0,On Time
967433,713487,2022-04-03,13409.83,12346.64,0,On Time
967434,713487,2023-04-17,14854.84,15788.94,0,On Time
967435,713487,2022-03-11,11682.88,10892.05,0,On Time
967436,713488,2027-08-16,12470.78,11053.67,0,On Time
967437,713488,2026-08-23,35802.72,34886.2,0,On Time
967438,713488,2027-08-23,19187.03,18428.08,0,On Time
967439,713488,2026-07-24,17832.04,19734.73,0,On Time
967440,713488,2026-08-20,32870.11,36167.91,0,On Time
967441,713489,2024-07-26,19284.97,22095.05,0,On Time
967442,713489,2024-07-22,9639.89,8564.07,10,Late
967443,713489,2024-05-31,17286.25,17313.33,0,On Time
967444,713489,2025-08-31,13855.42,7383.19,92,Severely Late
967445,713489,2025-05-08,19490.0,17159.93,0,On Time
967446,713490,2026-07-29,15482.42,14656.03,16,Late
967447,713490,2025-06-11,12954.41,14036.3,84,Severely Late
