loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,tenure_months,loan_date,maturity_date,loan_status,outstanding_amount,default_flag
715365,108325,31,Personal,376633.83,14.45,24,2022-08-06,2024-07-26,Default,140394.87,1
715366,109518,19,Auto,1077566.92,6.87,60,2023-02-16,2028-01-21,Active,353316.8,0
715367,102986,28,Business,1486490.85,10.41,24,2025-09-16,2027-09-06,Active,1019426.07,0
715368,105598,19,Gold,241022.23,12.82,60,2024-04-30,2029-04-04,Closed,0.0,0
715369,105818,35,Auto,440170.0,9.37,60,2021-03-06,2026-02-08,Active,182703.21,0
715370,102832,17,Personal,170080.16,13.67,36,2021-02-03,2024-01-19,Active,152332.51,0
715371,108996,21,Gold,319344.14,12.73,36,2023-07-06,2026-06-20,Active,173159.39,0
715372,105120,29,Personal,244412.45,12.67,60,2020-07-17,2025-06-21,Active,128454.8,0
715373,101683,3,Personal,373031.76,13.14,84,2021-04-03,2028-02-26,Active,267356.98,0
715374,105235,3,Home,1655518.47,11.44,36,2023-02-05,2026-01-20,Active,1532399.11,0
715375,107830,17,Business,2230804.25,14.25,48,2022-06-02,2026-05-12,Active,754014.64,0
715376,107476,16,Personal,291191.04,11.92,24,2025-11-13,2027-11-03,Default,254790.18,1
715377,105899,17,Education,309693.43,7.82,84,2024-11-13,2031-10-08,Active,237426.29,0
715378,105120,14,Gold,174757.84,11.17,24,2021-04-30,2023-04-20,Active,113034.71,0
715379,101847,12,Auto,194413.04,9.98,240,2026-05-26,2046-02-10,Active,156053.52,0
715380,107636,10,Gold,534031.88,11.29,24,2025-07-06,2027-06-26,Prepaid,0.0,0
715381,107520,7,Gold,220050.46,11.66,12,2021-03-28,2022-03-23,Active,185235.5,0
715382,100941,39,Home,1680528.47,9.05,36,2025-07-10,2028-06-24,Closed,0.0,0
715383,102192,15,Personal,616016.47,12.3,36,2021-07-30,2024-07-14,Active,288834.5,0
715384,101246,38,Personal,600023.26,13.39,240,2020-08-18,2040-05-05,Active,547970.04,0
715385,105227,2,Auto,843283.27,9.86,60,2023-04-15,2028-03-19,Active,420678.71,0
715386,104160,20,Personal,285718.92,14.49,24,2022-10-14,2024-10-03,Active,213104.49,0
715387,107107,20,Home,2084362.39,7.09,180,2026-03-27,2041-01-07,Default,832616.58,1
715388,109244,12,Home,2729042.87,9.82,180,2024-04-19,2039-01-31,Active,1159225.4,0
715389,107696,24,Education,301116.73,7.94,84,2021-05-20,2028-04-13,Active,98143.54,0
715390,108881,12,Auto,955194.55,12.33,120,2020-11-28,2030-10-07,Active,666033.79,0
715391,108782,36,Business,1582889.27,11.81,36,2025-02-09,2028-01-25,Active,926765.12,0
715392,101203,39,Auto,230305.77,10.25,180,2021-02-27,2035-12-11,Active,214259.83,0
715393,102388,18,Home,1638255.39,8.01,180,2021-11-22,2036-09-04,Active,1195336.99,0
715394,105659,39,Gold,360521.93,9.99,60,2022-03-11,2027-02-13,Active,242531.98,0
715395,108923,36,Auto,583440.47,11.25,36,2026-07-16,2029-06-30,Prepaid,0.0,0
715396,101010,16,Business,2069145.85,10.29,36,2025-11-28,2028-11-12,Active,893351.94,0
715397,104310,30,Gold,332878.57,10.72,48,2022-03-16,2026-02-23,Active,300852.3,0
715398,108478,24,Auto,479517.21,8.41,60,2026-08-20,2031-07-25,Closed,0.0,0
715399,107558,24,Gold,189144.11,8.67,60,2026-05-21,2031-04-25,Active,140494.48,0
715400,101900,29,Gold,411309.72,9.12,12,2021-09-19,2022-09-14,Closed,0.0,0
715401,109798,7,Education,488768.74,8.03,12,2021-11-27,2022-11-22,Active,174209.05,0
715402,106558,37,Personal,534853.26,10.52,48,2025-12-02,2029-11-11,Active,271546.74,0
715403,107452,9,Business,2643425.17,9.94,48,2024-07-11,2028-06-20,Closed,0.0,0
715404,105593,27,Home,1132411.14,10.7,240,2022-02-15,2041-11-02,Active,679786.14,0
715405,105152,35,Education,305420.8,6.01,36,2025-12-16,2028-11-30,Closed,0.0,0
715406,101152,32,Personal,156931.31,9.55,48,2020-06-09,2024-05-19,Active,124447.14,0
715407,105235,16,Home,1267340.98,9.45,60,2022-01-11,2026-12-16,Active,658886.16,0
715408,106327,3,Gold,227980.31,13.0,48,2021-05-03,2025-04-12,Active,101865.2,0
715409,107706,35,Business,1174538.82,13.25,240,2025-02-24,2044-11-11,Active,637209.88,0
715410,106849,26,Personal,146440.91,13.84,120,2025-05-12,2035-03-21,Closed,0.0,0
715411,108507,5,Home,3123055.45,7.78,12,2026-07-04,2027-06-29,Prepaid,0.0,0
715412,106684,10,Personal,133543.14,11.22,48,2020-02-09,2024-01-19,Closed,0.0,0
715413,107193,3,Home,1455397.94,5.5,36,2023-01-23,2026-01-07,Closed,0.0,0
715414,106261,5,Education,696300.76,8.27,240,2021-06-18,2041-03-05,Active,254510.06,0
715415,104123,36,Auto,1017369.64,9.72,24,2022-08-23,2024-08-12,Active,278626.75,0
715416,105017,33,Personal,175390.15,12.08,48,2025-10-23,2029-10-02,Default,40183.04,1
715417,106532,10,Business,2049511.09,12.09,120,2020-07-18,2030-05-27,Closed,0.0,0
715418,101829,10,Personal,229261.35,11.85,180,2024-08-30,2039-06-13,Active,161458.97,0
715419,107158,23,Auto,783217.67,10.85,36,2022-10-16,2025-09-30,Active,552401.79,0
715420,109856,4,Gold,278053.8,10.46,240,2024-09-03,2044-05-21,Prepaid,0.0,0
715421,108201,8,Auto,747263.51,11.28,24,2025-05-01,2027-04-21,Closed,0.0,0
715422,105026,38,Personal,178534.51,14.28,48,2022-07-13,2026-06-22,Active,168906.65,0
715423,104553,3,Business,1877437.34,10.91,48,2024-05-26,2028-05-05,Active,1699673.11,0
715424,102254,9,Gold,405674.56,8.06,240,2025-01-23,2044-10-10,Active,197440.21,0
715425,103991,24,Home,2082164.95,8.67,84,2024-06-19,2031-05-14,Active,321080.87,0
715426,106815,17,Personal,173050.86,12.26,120,2024-05-07,2034-03-16,Active,159362.42,0
715427,101263,14,Personal,180246.44,10.57,48,2023-06-21,2027-05-31,Prepaid,0.0,0
715428,105541,2,Auto,502947.73,9.87,60,2021-10-02,2026-09-06,Active,451212.29,0
715429,106578,40,Personal,294785.99,11.79,36,2023-08-08,2026-07-23,Active,159883.8,0
715430,100590,34,Personal,343361.66,12.41,120,2023-06-03,2033-04-11,Active,86518.97,0
715431,105561,24,Education,834830.93,8.66,120,2025-06-03,2035-04-12,Prepaid,0.0,0
715432,107425,17,Personal,238427.3,9.7,84,2023-02-15,2030-01-09,Closed,0.0,0
715433,101695,16,Education,616782.44,11.02,24,2020-01-16,2022-01-05,Active,273125.1,0
715434,105403,30,Auto,609166.58,9.54,36,2022-06-20,2025-06-04,Active,220758.99,0
715435,106328,20,Personal,534249.06,13.8,84,2021-06-05,2028-04-29,Active,286457.75,0
715436,108508,23,Education,384625.51,8.36,36,2024-03-01,2027-02-14,Active,93920.5,0
715437,106308,15,Business,2346622.21,11.45,36,2026-07-31,2029-07-15,Active,1515099.95,0
715438,103157,27,Gold,391358.79,12.2,84,2023-01-02,2029-11-26,Active,148437.43,0
715439,103534,30,Gold,253536.52,10.99,84,2020-08-14,2027-07-09,Active,229989.74,0
715440,104305,23,Education,715602.78,5.5,120,2020-04-21,2030-02-28,Active,109133.32,0
715441,109657,33,Home,2015025.9,8.11,180,2022-06-07,2037-03-20,Closed,0.0,0
715442,106381,32,Business,1284907.05,9.85,120,2020-08-26,2030-07-05,Active,777939.77,0
715443,106885,29,Personal,172676.63,14.26,24,2021-09-10,2023-08-31,Active,155092.89,0
715444,102543,23,Auto,804123.48,9.66,48,2026-01-05,2029-12-15,Active,603237.3,0
715445,105168,8,Auto,620462.5,6.23,48,2024-01-29,2028-01-08,Active,434350.98,0
715446,109322,4,Education,465926.96,9.88,60,2025-06-29,2030-06-03,Active,300792.04,0
715447,109215,40,Business,2042177.45,9.6,120,2022-09-03,2032-07-12,Active,1469876.73,0
715448,100107,27,Personal,197568.9,13.83,36,2024-11-29,2027-11-14,Active,117560.49,0
715449,102388,34,Education,313478.53,8.66,60,2020-01-14,2024-12-18,Active,72406.22,0
715450,107235,34,Personal,125942.73,15.45,48,2025-06-07,2029-05-17,Default,67648.03,1
715451,100635,10,Business,1907769.94,11.12,24,2025-03-13,2027-03-03,Prepaid,0.0,0
715452,108433,13,Auto,661850.61,11.24,180,2025-05-18,2040-02-29,Active,532621.14,0
715453,102974,27,Home,4184894.74,7.6,240,2023-09-22,2043-06-09,Active,2838866.11,0
715454,101723,26,Gold,302850.26,9.15,24,2022-03-27,2024-03-16,Active,56738.19,0
715455,102359,11,Education,700925.81,7.3,48,2024-01-11,2027-12-21,Prepaid,0.0,0
715456,101004,18,Personal,309209.61,13.0,24,2022-04-09,2024-03-29,Active,61258.99,0
715457,101309,25,Personal,430470.69,9.84,36,2025-03-07,2028-02-20,Prepaid,0.0,0
715458,102860,5,Personal,396156.19,10.65,84,2025-06-27,2032-05-21,Active,79065.24,0
715459,102888,40,Business,1919940.49,9.86,60,2021-03-17,2026-02-19,Active,1796203.98,0
715460,109267,34,Auto,734033.9,9.13,12,2020-10-28,2021-10-23,Active,220758.55,0
715461,107019,17,Home,3963878.38,7.14,120,2025-07-30,2035-06-08,Active,2784255.67,0
715462,101677,12,Gold,250183.32,9.66,36,2022-02-18,2025-02-02,Active,59374.2,0
715463,104313,1,Gold,615491.11,11.29,12,2025-09-17,2026-09-12,Active,160129.28,0
715464,108473,26,Business,1697104.42,12.68,48,2024-03-12,2028-02-20,Active,930908.24,0
715465,102282,10,Personal,126391.47,10.85,24,2025-02-20,2027-02-10,Active,102789.44,0
715466,102447,3,Auto,1067733.43,10.28,180,2020-08-04,2035-05-18,Active,535790.69,0
715467,102108,17,Home,1741843.4,7.04,24,2021-02-06,2023-01-27,Active,1236582.34,0
715468,109109,16,Personal,253666.73,13.65,48,2022-11-03,2026-10-13,Closed,0.0,0
715469,107342,13,Home,1192066.6,7.81,60,2024-07-08,2029-06-12,Active,920225.19,0
715470,103159,30,Gold,358633.14,11.52,180,2024-06-18,2039-04-01,Closed,0.0,0
715471,100770,5,Business,1774335.09,13.86,48,2023-02-02,2027-01-12,Active,634392.92,0
715472,106943,11,Home,2076788.54,8.63,48,2023-02-25,2027-02-04,Closed,0.0,0
715473,109444,6,Personal,156111.87,10.73,240,2026-08-26,2046-05-13,Active,136178.19,0
715474,106148,18,Gold,278677.69,11.0,180,2022-04-02,2037-01-13,Active,211679.9,0
715475,103119,4,Auto,247905.96,10.33,120,2020-02-01,2029-12-10,Active,199671.33,0
715476,104790,15,Business,1837707.54,10.67,60,2024-11-06,2029-10-11,Active,877690.8,0
715477,108668,24,Gold,140725.45,8.99,60,2024-04-23,2029-03-28,Active,95246.02,0
715478,106090,14,Personal,206560.69,10.89,12,2026-02-07,2027-02-02,Closed,0.0,0
715479,106679,1,Gold,269859.53,12.57,48,2026-05-14,2030-04-23,Active,231443.27,0
715480,109854,36,Education,673382.38,7.88,36,2026-08-12,2029-07-27,Active,508539.59,0
715481,105612,26,Gold,291711.62,9.97,60,2022-12-18,2027-11-22,Closed,0.0,0
715482,101779,11,Home,3062680.23,10.22,180,2023-10-20,2038-08-02,Prepaid,0.0,0
715483,101571,34,Personal,537096.72,13.84,180,2023-03-18,2037-12-29,Prepaid,0.0,0
715484,104402,14,Auto,510626.68,8.93,24,2020-01-12,2022-01-01,Active,182692.69,0
715485,105809,24,Gold,220984.71,11.7,60,2025-09-02,2030-08-07,Prepaid,0.0,0
715486,109601,2,Auto,680129.56,9.12,12,2021-03-28,2022-03-23,Prepaid,0.0,0
715487,107084,29,Personal,288619.14,11.71,60,2024-07-14,2029-06-18,Active,235240.32,0
715488,108505,34,Personal,288054.26,12.41,36,2023-08-29,2026-08-13,Active,127363.91,0
715489,102457,27,Auto,496161.47,7.75,84,2021-10-19,2028-09-12,Active,242863.34,0
715490,102439,22,Education,683805.25,7.89,120,2022-07-02,2032-05-10,Active,195157.57,0
715491,109142,36,Personal,257490.59,12.52,60,2020-06-21,2025-05-26,Closed,0.0,0
715492,101593,36,Personal,239918.34,12.06,24,2024-02-12,2026-02-01,Active,207922.85,0
715493,108252,10,Gold,648796.07,11.04,24,2023-06-12,2025-06-01,Active,123046.69,0
715494,101890,16,Personal,308838.55,11.09,12,2024-08-14,2025-08-09,Active,101035.34,0
715495,105189,16,Home,2887346.5,7.0,240,2020-10-26,2040-07-13,Closed,0.0,0
715496,109160,19,Auto,499630.23,9.99,36,2020-05-12,2023-04-27,Active,323887.55,0
715497,104543,7,Gold,456614.36,6.64,36,2025-03-14,2028-02-27,Active,339403.13,0
715498,109770,31,Education,649627.03,8.92,36,2024-10-17,2027-10-02,Prepaid,0.0,0
715499,103863,5,Education,309816.66,5.5,120,2026-07-19,2036-05-27,Closed,0.0,0
715500,105055,39,Gold,145907.64,9.62,36,2021-02-21,2024-02-06,Active,64119.88,0
715501,107566,38,Personal,163236.09,13.9,120,2024-03-03,2034-01-10,Prepaid,0.0,0
715502,107510,27,Home,1877187.07,7.27,24,2026-06-26,2028-06-15,Active,943770.97,0
715503,102649,36,Home,2299612.25,12.01,180,2021-02-17,2035-12-01,Active,1892438.23,0
715504,100011,8,Auto,1016435.94,10.44,48,2023-04-28,2027-04-07,Active,221369.77,0
715505,106710,7,Personal,193268.44,12.61,48,2021-02-08,2025-01-18,Active,72538.32,0
715506,106449,13,Home,2341593.46,11.47,180,2024-06-24,2039-04-07,Active,1003089.6,0
715507,107114,18,Auto,787883.34,8.38,180,2026-07-27,2041-05-09,Active,227554.63,0
715508,101293,15,Personal,372761.7,15.24,120,2021-09-16,2031-07-26,Active,339275.91,0
715509,103945,40,Gold,532966.26,12.88,36,2020-07-18,2023-07-03,Closed,0.0,0
715510,101521,2,Home,1805991.46,8.34,180,2022-03-31,2037-01-11,Active,413254.57,0
715511,100093,25,Gold,388208.9,10.91,36,2024-10-26,2027-10-11,Active,73273.98,0
715512,107832,17,Education,495338.45,7.52,60,2025-12-16,2030-11-20,Active,170438.25,0
715513,100206,17,Auto,952593.56,9.86,60,2026-05-05,2031-04-09,Closed,0.0,0
715514,101096,1,Business,997045.49,13.83,12,2020-12-14,2021-12-09,Active,700734.37,0
715515,109617,40,Education,754028.98,7.12,180,2023-03-12,2037-12-23,Active,683653.11,0
715516,107288,4,Personal,122748.19,13.0,24,2025-09-09,2027-08-30,Active,25847.18,0
715517,103940,1,Personal,221901.21,11.51,180,2020-12-29,2035-10-12,Closed,0.0,0
715518,107430,5,Business,469867.61,9.18,36,2022-05-31,2025-05-15,Active,275979.11,0
715519,103406,6,Home,2473280.38,10.27,36,2022-01-20,2025-01-04,Closed,0.0,0
715520,100529,25,Home,2756310.72,6.81,24,2021-06-18,2023-06-08,Active,1340897.61,0
715521,102147,27,Home,5102142.21,7.31,180,2024-01-27,2038-11-09,Active,3568157.2,0
715522,103425,39,Auto,383345.27,11.16,180,2026-07-15,2041-04-27,Active,165809.21,0
715523,101883,35,Auto,789938.14,10.62,12,2021-09-11,2022-09-06,Active,155565.92,0
715524,103956,21,Auto,491610.47,8.88,240,2024-07-24,2044-04-10,Active,447196.83,0
715525,100730,24,Home,614335.87,9.21,60,2025-12-11,2030-11-15,Active,203322.62,0
715526,106567,9,Auto,569629.68,7.75,84,2020-09-28,2027-08-23,Active,487396.8,0
715527,103962,27,Personal,204923.22,13.79,36,2024-02-29,2027-02-13,Prepaid,0.0,0
715528,106202,2,Gold,322483.75,10.57,24,2021-01-28,2023-01-18,Active,265871.55,0
715529,100524,17,Home,2485814.59,6.44,60,2023-04-14,2028-03-18,Active,705281.88,0
715530,108306,37,Business,1803815.41,8.6,36,2020-05-27,2023-05-12,Active,996530.03,0
715531,108924,37,Education,500545.98,7.86,48,2022-10-11,2026-09-20,Active,322462.85,0
715532,103632,15,Home,4587011.89,6.1,240,2026-06-09,2046-02-24,Active,2870388.83,0
715533,105867,31,Business,1453171.35,7.26,36,2022-11-05,2025-10-20,Active,332736.19,0
715534,103896,27,Business,1611500.38,13.68,24,2021-01-18,2023-01-08,Active,821321.31,0
715535,100889,2,Home,1990776.75,8.04,60,2023-07-07,2028-06-10,Closed,0.0,0
715536,109171,19,Gold,258261.51,9.97,24,2022-12-24,2024-12-13,Active,179775.86,0
715537,101070,23,Personal,634635.29,13.91,24,2025-12-12,2027-12-02,Closed,0.0,0
715538,102324,35,Personal,168001.55,12.03,60,2022-04-03,2027-03-08,Active,82324.78,0
715539,100400,2,Business,2307830.57,11.82,24,2024-03-23,2026-03-13,Active,994542.06,0
715540,106353,36,Business,1050709.35,11.98,60,2024-04-08,2029-03-13,Active,774775.43,0
715541,106870,5,Gold,337563.22,8.84,84,2025-03-06,2032-01-29,Prepaid,0.0,0
715542,109180,24,Home,2467543.73,13.42,36,2020-10-28,2023-10-13,Active,2232647.12,0
715543,104212,4,Personal,294249.24,13.12,36,2020-04-23,2023-04-08,Active,60798.43,0
715544,103390,17,Home,6373840.48,8.06,120,2025-05-07,2035-03-16,Active,3983060.63,0
715545,101124,35,Personal,225614.73,11.46,48,2026-05-16,2030-04-25,Active,198171.32,0
715546,106534,36,Auto,567037.07,9.16,60,2024-11-30,2029-11-04,Prepaid,0.0,0
715547,103830,1,Auto,560474.47,10.84,36,2023-12-24,2026-12-08,Active,290681.41,0
715548,103493,8,Gold,750996.08,10.37,24,2021-11-21,2023-11-11,Closed,0.0,0
715549,104894,10,Auto,334100.93,9.44,60,2020-11-06,2025-10-11,Active,88703.34,0
715550,101206,22,Home,3200390.69,8.11,48,2026-03-06,2030-02-13,Active,1530581.1,0
715551,107105,34,Gold,143784.74,10.65,36,2023-07-08,2026-06-22,Active,111056.36,0
715552,102845,20,Personal,278990.29,12.75,180,2025-09-12,2040-06-25,Active,62328.93,0
715553,100115,36,Personal,234939.05,14.34,60,2023-08-14,2028-07-18,Active,87417.83,0
715554,106616,7,Gold,310273.34,9.77,48,2022-11-07,2026-10-17,Active,117774.37,0
715555,100124,29,Education,180994.66,6.75,12,2022-03-26,2023-03-21,Active,52184.33,0
715556,107106,27,Personal,193814.33,10.92,240,2023-10-07,2043-06-24,Closed,0.0,0
715557,101954,25,Education,196735.16,8.16,60,2023-11-26,2028-10-30,Active,166557.82,0
715558,100555,24,Personal,128576.56,12.61,180,2022-03-16,2036-12-27,Active,65495.73,0
715559,101052,34,Personal,212818.46,12.7,48,2024-06-26,2028-06-05,Active,46036.7,0
715560,100926,12,Auto,1102439.21,8.77,48,2024-02-05,2028-01-15,Active,525340.51,0
715561,104897,34,Personal,176519.51,11.71,12,2024-07-22,2025-07-17,Active,135097.98,0
715562,100877,38,Personal,173673.24,11.76,48,2024-01-28,2028-01-07,Default,118684.81,1
715563,108562,20,Home,1914702.26,6.91,12,2025-07-12,2026-07-07,Active,586230.86,0
715564,103953,8,Home,3327637.26,8.41,60,2021-08-15,2026-07-20,Active,2887033.47,0
715565,102259,32,Personal,416407.17,11.78,48,2023-11-16,2027-10-26,Closed,0.0,0
715566,107066,8,Business,1982236.15,11.78,12,2026-05-23,2027-05-18,Active,1079391.23,0
715567,103683,17,Personal,117902.17,13.81,180,2026-04-03,2041-01-14,Active,111049.04,0
715568,102268,33,Personal,306423.58,13.78,180,2023-08-06,2038-05-19,Active,87943.11,0
715569,105023,18,Education,833787.16,8.61,48,2026-07-28,2030-07-07,Active,284606.56,0
715570,106622,16,Home,1647974.83,7.73,48,2023-08-10,2027-07-20,Active,370963.07,0
715571,101360,34,Education,386118.92,8.95,36,2024-01-27,2027-01-11,Active,128050.67,0
715572,109279,31,Home,4292213.04,9.61,48,2025-03-01,2029-02-08,Active,2133936.01,0
715573,102109,33,Home,3765025.8,5.87,36,2024-08-21,2027-08-06,Prepaid,0.0,0
715574,107045,13,Home,2181329.88,7.58,240,2022-12-26,2042-09-12,Active,1177227.6,0
715575,108060,18,Personal,232592.18,13.93,48,2024-03-05,2028-02-13,Closed,0.0,0
715576,104304,17,Business,1196982.08,8.7,12,2024-10-13,2025-10-08,Default,713235.53,1
715577,108462,5,Gold,331171.39,11.08,36,2021-10-07,2024-09-21,Active,263093.75,0
715578,104511,37,Education,423920.33,8.38,48,2025-07-31,2029-07-10,Active,132028.0,0
715579,103279,21,Gold,218077.33,8.02,84,2022-11-21,2029-10-15,Default,178520.76,1
715580,107377,29,Personal,387762.92,12.36,240,2025-01-02,2044-09-19,Active,344890.79,0
715581,101733,3,Auto,657839.43,7.37,60,2025-08-01,2030-07-06,Active,203231.66,0
715582,106184,31,Auto,734439.3,10.5,48,2020-02-19,2024-01-29,Active,129142.41,0
715583,104139,22,Education,417212.0,9.33,120,2026-07-17,2036-05-25,Prepaid,0.0,0
715584,100425,20,Education,256070.51,5.5,60,2024-08-22,2029-07-27,Active,145701.29,0
715585,106613,16,Personal,246678.44,12.83,36,2021-04-14,2024-03-29,Closed,0.0,0
715586,109339,13,Personal,169452.4,9.17,36,2021-07-07,2024-06-21,Closed,0.0,0
715587,104047,2,Home,1898699.4,7.47,180,2023-12-30,2038-10-12,Closed,0.0,0
715588,104963,22,Home,2158921.77,7.49,60,2025-04-12,2030-03-17,Prepaid,0.0,0
715589,102990,23,Personal,175168.49,13.2,120,2023-06-01,2033-04-09,Active,102914.77,0
715590,103466,33,Personal,252790.67,12.64,24,2024-08-17,2026-08-07,Closed,0.0,0
715591,105136,10,Gold,140641.3,9.5,60,2024-03-10,2029-02-12,Prepaid,0.0,0
715592,108625,13,Auto,321571.12,9.75,48,2023-04-25,2027-04-04,Closed,0.0,0
715593,103146,17,Personal,225465.75,12.17,84,2021-07-25,2028-06-18,Closed,0.0,0
715594,102527,21,Auto,736267.1,9.23,60,2022-02-22,2027-01-27,Prepaid,0.0,0
715595,102660,33,Auto,777809.37,5.5,36,2020-05-24,2023-05-09,Active,568554.51,0
715596,106355,40,Education,719121.52,6.33,60,2021-08-12,2026-07-17,Active,169439.2,0
715597,103774,11,Personal,200211.38,11.21,36,2022-10-17,2025-10-01,Active,166273.2,0
715598,109232,19,Education,959809.08,7.74,84,2021-01-30,2027-12-25,Active,573450.45,0
715599,108344,29,Home,654920.51,8.04,24,2020-04-23,2022-04-13,Closed,0.0,0
715600,108119,26,Personal,385670.53,11.08,60,2020-02-06,2025-01-10,Default,165369.97,1
715601,101164,7,Personal,181237.54,10.66,84,2024-01-09,2030-12-03,Active,87229.43,0
715602,100013,8,Auto,642575.27,9.13,120,2021-07-20,2031-05-29,Active,325818.41,0
715603,102101,25,Gold,522529.2,10.96,48,2020-11-17,2024-10-27,Active,479357.43,0
715604,106945,2,Personal,191303.94,10.02,48,2020-10-23,2024-10-02,Active,135503.73,0
715605,103572,11,Personal,388379.13,11.64,240,2022-07-23,2042-04-09,Active,204208.74,0
715606,103483,17,Business,1612225.45,9.95,36,2024-11-24,2027-11-09,Prepaid,0.0,0
715607,105313,33,Auto,559230.06,10.75,180,2022-04-26,2037-02-06,Active,417784.28,0
715608,102229,21,Business,2612818.67,8.8,12,2021-10-14,2022-10-09,Active,1585192.83,0
715609,109065,34,Auto,540857.26,8.66,24,2026-03-21,2028-03-10,Active,132021.2,0
715610,103285,9,Auto,1301120.2,7.99,60,2025-09-12,2030-08-17,Active,1048293.42,0
715611,103798,28,Business,1699515.37,11.04,120,2025-07-04,2035-05-13,Active,992326.59,0
715612,107317,8,Personal,359858.72,11.49,120,2022-09-17,2032-07-26,Active,337952.92,0
715613,106330,19,Gold,140087.73,10.7,12,2025-10-30,2026-10-25,Active,123849.37,0
715614,105545,7,Personal,269573.82,12.4,36,2020-02-22,2023-02-06,Active,72944.33,0
715615,107201,35,Personal,271261.94,11.48,24,2021-07-08,2023-06-28,Active,179835.78,0
715616,107299,35,Gold,131931.74,9.17,180,2025-04-24,2040-02-05,Prepaid,0.0,0
715617,109488,15,Business,767711.43,9.69,48,2023-07-08,2027-06-17,Active,504521.33,0
715618,103153,23,Business,1961925.24,11.49,48,2025-01-26,2029-01-05,Active,1457518.9,0
715619,105570,6,Personal,128298.8,14.4,60,2021-08-23,2026-07-28,Active,29166.64,0
715620,105550,8,Auto,655687.69,7.18,36,2025-05-16,2028-04-30,Active,101969.47,0
715621,103712,38,Home,5489516.87,8.52,48,2024-06-13,2028-05-23,Active,2840279.22,0
715622,106858,9,Business,1974048.11,10.31,180,2025-01-21,2039-11-04,Active,1195698.0,0
715623,105565,29,Personal,254750.11,11.1,120,2023-08-31,2033-07-09,Active,169556.67,0
715624,109174,35,Personal,153756.53,15.15,36,2021-08-11,2024-07-26,Active,117316.97,0
715625,100610,36,Personal,546399.63,13.0,36,2023-02-16,2026-01-31,Closed,0.0,0
715626,104038,3,Auto,682499.43,10.1,60,2020-10-13,2025-09-17,Active,387125.19,0
715627,101649,1,Personal,321110.33,11.91,48,2024-05-29,2028-05-08,Active,53808.51,0
715628,102160,6,Personal,206914.56,12.73,36,2023-12-15,2026-11-29,Closed,0.0,0
715629,109370,23,Auto,796128.88,8.28,12,2024-02-03,2025-01-28,Active,313027.32,0
715630,106167,12,Auto,355255.29,11.76,60,2021-06-21,2026-05-26,Active,331768.66,0
715631,101608,11,Gold,405680.61,10.89,12,2023-12-30,2024-12-24,Active,132377.18,0
715632,103802,11,Home,3877195.05,8.94,180,2023-06-27,2038-04-09,Closed,0.0,0
715633,106986,27,Home,3483316.02,8.62,12,2023-05-21,2024-05-15,Prepaid,0.0,0
715634,100585,40,Business,2153401.89,11.79,240,2026-01-16,2045-10-03,Closed,0.0,0
715635,103192,2,Gold,293118.26,11.18,60,2022-10-27,2027-10-01,Closed,0.0,0
715636,100996,31,Personal,263156.5,14.42,24,2026-04-15,2028-04-04,Active,151309.92,0
715637,104962,4,Personal,592560.98,11.15,48,2026-02-26,2030-02-05,Active,141446.07,0
715638,103893,8,Gold,373935.85,10.45,48,2025-03-14,2029-02-21,Active,321347.67,0
715639,101921,33,Personal,283914.73,12.09,120,2024-09-01,2034-07-11,Closed,0.0,0
715640,109974,36,Business,1184190.82,10.02,48,2020-08-28,2024-08-07,Active,1028236.99,0
715641,102611,39,Auto,715186.37,9.38,84,2024-10-17,2031-09-11,Active,541304.27,0
715642,106600,19,Personal,164992.32,13.08,36,2025-10-14,2028-09-28,Active,114680.65,0
715643,104805,37,Gold,366076.57,11.96,36,2023-02-21,2026-02-05,Closed,0.0,0
715644,100020,40,Home,4856788.96,8.45,48,2020-11-22,2024-11-01,Active,2193748.36,0
715645,103091,29,Education,617990.77,5.61,60,2024-04-05,2029-03-10,Active,362037.95,0
715646,106720,20,Personal,215550.99,12.57,60,2020-10-26,2025-09-30,Active,90875.37,0
715647,106169,2,Business,1349724.57,11.09,24,2026-06-04,2028-05-24,Closed,0.0,0
715648,107944,28,Personal,355885.37,13.62,120,2023-03-12,2033-01-18,Prepaid,0.0,0
715649,107389,25,Personal,418244.24,10.77,84,2021-05-10,2028-04-03,Active,175866.54,0
715650,103552,2,Personal,106817.71,14.36,84,2021-03-04,2028-01-27,Active,39929.93,0
715651,102970,4,Education,808095.6,5.5,60,2022-06-17,2027-05-22,Prepaid,0.0,0
715652,103583,39,Home,3011262.54,9.37,60,2022-03-30,2027-03-04,Active,1257513.88,0
715653,103414,29,Home,2264929.12,6.78,60,2025-01-27,2030-01-01,Active,797678.68,0
715654,106204,40,Personal,266737.56,11.27,24,2021-06-27,2023-06-17,Active,216351.45,0
715655,109983,8,Personal,210376.16,11.1,60,2022-08-10,2027-07-15,Active,38661.24,0
715656,101122,7,Auto,1268711.93,8.15,60,2022-12-29,2027-12-03,Active,416229.24,0
715657,105414,32,Personal,118965.93,14.53,120,2022-08-24,2032-07-02,Active,22687.23,0
715658,108716,40,Business,801868.93,10.71,36,2022-03-07,2025-02-19,Active,305748.54,0
715659,108418,8,Home,6136371.3,9.73,60,2021-01-11,2025-12-16,Closed,0.0,0
